Title,Artist,Release Date,Year,Popularity,Track ID,Valence,Energy,Danceability,Loudness,Acousticness,Spotify_Link,Cluster,Mood
Turn Back The Clock,Johnny Hates Jazz,6/10/1905,1905,55,0vsRt9W2VisbZW6mqqjbp8,0.933,0.715,0.688,-8.095,0.296,https://open.spotify.com/track/0vsRt9W2VisbZW6mqqjbp8,3,Happy
Morning Dance,Spyro Gyra,1/1/1997,1997,0,2sw8tX0BOriReqsRhdnKOu,0.805,0.746,0.7,-7.847,0.574,https://open.spotify.com/track/2sw8tX0BOriReqsRhdnKOu,3,Happy
Shaker Song,Spyro Gyra,1/1/1997,1997,0,7DaMc5geC3tDco5ejhXqw3,0.819,0.891,0.657,-7.765,0.498,https://open.spotify.com/track/7DaMc5geC3tDco5ejhXqw3,3,Happy
Catching the Sun,Spyro Gyra,1/1/1997,1997,0,7fsW9S6e8OgyxaCdIztWAo,0.546,0.567,0.689,-9.393,0.408,https://open.spotify.com/track/7fsW9S6e8OgyxaCdIztWAo,1,Calm
Me & Mrs. Jones,Tower Of Power,4/7/2009,2009,0,3iMxP1ixqukPl1YU9glxoo,0.435,0.58,0.367,-8.722,0.381,https://open.spotify.com/track/3iMxP1ixqukPl1YU9glxoo,0,Anxious
Friends and Strangers,Ronnie Laws,4/11/2014,2014,0,1ztCd8XvswbUmnBgi78LTI,0.924,0.57,0.669,-9.383,0.148,https://open.spotify.com/track/1ztCd8XvswbUmnBgi78LTI,1,Calm
Slippin' Away,Leon Ware,6/4/1905,1905,19,14TzzejRqmelvZKtJN8Und,0.575,0.444,0.617,-12.815,0.076,https://open.spotify.com/track/14TzzejRqmelvZKtJN8Und,1,Calm
Come With Me,Ronny Jordan,1/1/1993,1993,0,5fl86GbsS1GRFSPHRYKtQ9,0.835,0.492,0.813,-12.013,0.0961,https://open.spotify.com/track/5fl86GbsS1GRFSPHRYKtQ9,1,Calm
Follow Your Road,Seawind,7/1/1905,1905,38,4TBHMzGwzfVa1ct4Vzx5H9,0.188,0.392,0.484,-9.374,0.726,https://open.spotify.com/track/4TBHMzGwzfVa1ct4Vzx5H9,2,Sad
Biggest Part of Me,Ambrosia,3/26/1980,1980,61,6JHXiRD1QjMK1N6AQEnL04,0.882,0.723,0.498,-8.053,0.238,https://open.spotify.com/track/6JHXiRD1QjMK1N6AQEnL04,3,Happy
Dreamwalkin',Lee Ritenour,1/1/1981,1981,0,65PBI1gQOJeRznrKUVWdVP,0.163,0.39,0.571,-14,0.457,https://open.spotify.com/track/65PBI1gQOJeRznrKUVWdVP,2,Sad
Someone,El DeBarge,1/1/1986,1986,0,3IbdamY0WA70RVCnNKiDa1,0.575,0.415,0.619,-13.178,0.317,https://open.spotify.com/track/3IbdamY0WA70RVCnNKiDa1,1,Calm
Real Thing,Bobby Caldwell,8/19/1987,1987,0,3Z4vfd4l5sq5NIjQFSBXGo,0.573,0.352,0.652,-14.298,0.583,https://open.spotify.com/track/3Z4vfd4l5sq5NIjQFSBXGo,1,Calm
On My Own,Patti LaBelle,1/1/1999,1999,0,5lQyKTM5MZsrObdRbIjJv4,0.486,0.471,0.612,-11.091,0.207,https://open.spotify.com/track/5lQyKTM5MZsrObdRbIjJv4,1,Calm
"It Might Be You (from ""Tootsie"")",Stephen Bishop,12/23/2007,2007,41,1asbauP5iqBr21MTpWDdNS,0.174,0.322,0.454,-11.145,0.786,https://open.spotify.com/track/1asbauP5iqBr21MTpWDdNS,2,Sad
Time and Tide,Basia,10/20/1987,1987,34,2TbSymxTNIsw2XG1lakTZw,0.372,0.369,0.7,-11.594,0.317,https://open.spotify.com/track/2TbSymxTNIsw2XG1lakTZw,2,Sad
Third Time Lucky,Basia,6/16/1905,1905,26,7fXUjFcNJU4mj0IwUG7Oxu,0.748,0.754,0.723,-10.987,0.406,https://open.spotify.com/track/7fXUjFcNJU4mj0IwUG7Oxu,3,Happy
Until You Come Back To Me (That's What I'm Gonna Do),Basia,2/12/1990,1990,28,3iXzWqHv77oN5fhEspLvBJ,0.58,0.637,0.659,-13.098,0.0493,https://open.spotify.com/track/3iXzWqHv77oN5fhEspLvBJ,1,Calm
Baby You're Mine,Basia,2/12/1990,1990,32,76GvyqUL1HLouEqoPvfi7a,0.863,0.621,0.728,-12.012,0.121,https://open.spotify.com/track/76GvyqUL1HLouEqoPvfi7a,1,Calm
So Much In Love,Sheena Easton,6/2/2015,2015,0,19nfJ1HHtatNTHg6AvyhUb,0.618,0.44,0.683,-15.059,0.853,https://open.spotify.com/track/19nfJ1HHtatNTHg6AvyhUb,1,Calm
Half a Minute,Matt Bianco,6/2/2015,2015,0,4X55Tkf0WhtetiAKQSOllE,0.64,0.701,0.769,-7.769,0.188,https://open.spotify.com/track/4X55Tkf0WhtetiAKQSOllE,3,Happy
Steal Away,Robbie Dupree,6/2/2015,2015,0,03d5hiFq612szYdMqXgeyO,0.661,0.624,0.676,-9.213,0.434,https://open.spotify.com/track/03d5hiFq612szYdMqXgeyO,1,Calm
Forget Me Nots - Remastered Version,Patrice Rushen,6/2/2015,2015,0,6lIucfRzhTYlmlbR1JKhd6,0.965,0.554,0.858,-6.542,0.118,https://open.spotify.com/track/6lIucfRzhTYlmlbR1JKhd6,1,Calm
Everlasting Love,Billy Ocean,6/4/2015,2015,13,3zOZmNZhwavAYaKQZGy5rT,0.923,0.787,0.789,-6.725,0.317,https://open.spotify.com/track/3zOZmNZhwavAYaKQZGy5rT,3,Happy
In Love's Time,Delegation,6/4/2015,2015,13,7q0s4A7b36zyj6Vg6CS2N5,0.605,0.523,0.658,-9.711,0.0703,https://open.spotify.com/track/7q0s4A7b36zyj6Vg6CS2N5,1,Calm
Heaven Sent You,Stanley Clarke,6/4/2015,2015,3,1MrHyfRJ0cThMlmWtL5evQ,0.732,0.641,0.789,-7.699,0.324,https://open.spotify.com/track/1MrHyfRJ0cThMlmWtL5evQ,1,Calm
Smile Again,The Manhattan Transfer,6/10/1981,1981,0,4D6mYyZW7IAa4A1gjUsrBa,0.118,0.206,0.529,-15.525,0.56,https://open.spotify.com/track/4D6mYyZW7IAa4A1gjUsrBa,2,Sad
All This Love - Single Version,DeBarge,1/1/2002,2002,0,40FO6UuMitrnHCc1IUo4Ib,0.417,0.504,0.465,-10.142,0.167,https://open.spotify.com/track/40FO6UuMitrnHCc1IUo4Ib,0,Anxious
Who's Holding Donna Now?,DeBarge,6/7/1905,1905,0,1zDioIGeq1lBW6NlwMp8UY,0.633,0.34,0.655,-14.677,0.4,https://open.spotify.com/track/1zDioIGeq1lBW6NlwMp8UY,1,Calm
The Heart Is Not So Smart,DeBarge,6/7/1905,1905,0,10b4IXVE2YpXKx3h6Mqld9,0.697,0.488,0.706,-13.691,0.536,https://open.spotify.com/track/10b4IXVE2YpXKx3h6Mqld9,1,Calm
It's Okay,Deniece Williams,6/4/2015,2015,8,4OdmQbbosesMjly71fZtKE,0.806,0.86,0.654,-7.444,0.0355,https://open.spotify.com/track/4OdmQbbosesMjly71fZtKE,3,Happy
I'm on Fire,Champaign,6/4/2015,2015,6,3AzHz2A9V56jGHOYhycFvi,0.677,0.761,0.556,-8.457,0.146,https://open.spotify.com/track/3AzHz2A9V56jGHOYhycFvi,3,Happy
Why I Came to California,Leon Ware,6/4/1905,1905,37,6jZXAOHmvseRsqxYCbexTJ,0.741,0.783,0.694,-10.188,0.189,https://open.spotify.com/track/6jZXAOHmvseRsqxYCbexTJ,3,Happy
Forget Me Nots,Patrice Rushen,1/1/1982,1982,0,6PUJEckAKg4Mp47VFZxdpJ,0.963,0.534,0.912,-5.319,0.139,https://open.spotify.com/track/6PUJEckAKg4Mp47VFZxdpJ,1,Calm
JoJo,Boz Scaggs,6/28/1905,1905,43,4mGDtUyNxu4ZDqwMAwHh1Q,0.887,0.618,0.678,-7.304,0.261,https://open.spotify.com/track/4mGDtUyNxu4ZDqwMAwHh1Q,1,Calm
Steal Away,Robbie Dupree,6/2/1905,1905,53,3MshXF4YQRoFw82plcsUge,0.661,0.624,0.676,-9.213,0.434,https://open.spotify.com/track/3MshXF4YQRoFw82plcsUge,1,Calm
The Groove,Rodney Franklin,6/4/2015,2015,5,1LlIWf3lPNpY2UdfxDDLey,0.758,0.819,0.642,-6.539,0.108,https://open.spotify.com/track/1LlIWf3lPNpY2UdfxDDLey,3,Happy
Deja Vu,Dionne Warwick,6/4/2015,2015,8,70hjfyQVNZS4EkOsQSAVXe,0.638,0.801,0.536,-7.26,0.0587,https://open.spotify.com/track/70hjfyQVNZS4EkOsQSAVXe,3,Happy
Deja Vu,Paulinho Da Costa,1/1/1979,1979,0,2Baa7NdoO2epZIFuxi3A6M,0.962,0.657,0.699,-10.243,0.117,https://open.spotify.com/track/2Baa7NdoO2epZIFuxi3A6M,3,Happy
Seeing Is Believing,Paulinho Da Costa,1/1/1979,1979,0,0vpsp5iPcgDPv5lozM46NE,0.888,0.661,0.604,-11.416,0.232,https://open.spotify.com/track/0vpsp5iPcgDPv5lozM46NE,3,Happy
Carnival Of Colors,Paulinho Da Costa,1/1/1979,1979,0,2K7kYsPniemT3CMpxDseAU,0.923,0.58,0.593,-12.503,0.392,https://open.spotify.com/track/2K7kYsPniemT3CMpxDseAU,1,Calm
You Came Into My Life - Vocal,Paulinho Da Costa,1/1/1984,1984,0,6CPa5kJxMSZpTOnlNHqzGB,0.911,0.858,0.736,-8.945,0.239,https://open.spotify.com/track/6CPa5kJxMSZpTOnlNHqzGB,3,Happy
He Loves You / Featuring: Al Jarreau Vocal Solo,Seawind,7/1/1905,1905,26,6Mdky8IMVVaot7GZZmQdN4,0.613,0.67,0.519,-9.067,0.717,https://open.spotify.com/track/6Mdky8IMVVaot7GZZmQdN4,1,Calm
Fly,Al Jarreau,5/31/1905,1905,13,4nMgtM6PBLJDhI7XPOkVyT,0.625,0.625,0.418,-13.45,0.366,https://open.spotify.com/track/4nMgtM6PBLJDhI7XPOkVyT,1,Calm
Sweet Love,Anita Baker,3/20/1986,1986,58,6Ycf7Ch2VlEKlORbz7yfpJ,0.683,0.728,0.504,-5.699,0.36,https://open.spotify.com/track/6Ycf7Ch2VlEKlORbz7yfpJ,3,Happy
Come to Me,Hiroshima,2/28/1989,1989,31,1RKbysY9QCybkO8VsYn2np,0.644,0.346,0.587,-15.365,0.497,https://open.spotify.com/track/1RKbysY9QCybkO8VsYn2np,1,Calm
Caught Up in the Rapture,Anita Baker,3/20/1986,1986,49,1Df1rxgMob1qQudexDEKuu,0.378,0.506,0.593,-9.708,0.412,https://open.spotify.com/track/1Df1rxgMob1qQudexDEKuu,2,Sad
Stay Awake,Ronnie Laws,1/1/1999,1999,36,48H2uJlwTO8F1QPuow0wzW,0.28,0.61,0.462,-8.874,0.441,https://open.spotify.com/track/48H2uJlwTO8F1QPuow0wzW,0,Anxious
Far Away,Kevyn Lettau,7/2/2001,2001,36,4HznCPw4qRM22kRkxq4CYc,0.233,0.325,0.628,-13.172,0.673,https://open.spotify.com/track/4HznCPw4qRM22kRkxq4CYc,2,Sad
Haunting Me,Dave Grusin,1/1/1984,1984,0,6nVPlDKio67h2HBn92KN8L,0.559,0.413,0.674,-13.959,0.257,https://open.spotify.com/track/6nVPlDKio67h2HBn92KN8L,1,Calm
Say You Love Me,Patti Austin,6/28/1994,1994,39,67JHePlT5dOVySwvAD7JbA,0.856,0.471,0.541,-15.811,0.627,https://open.spotify.com/track/67JHePlT5dOVySwvAD7JbA,1,Calm
Reasons,"Earth, Wind & Fire",3/15/1975,1975,58,1srD2uc11TcQiOmHHrJp8M,0.574,0.43,0.604,-10.624,0.212,https://open.spotify.com/track/1srD2uc11TcQiOmHHrJp8M,1,Calm
Oh Lori,Alessi Brothers,1/1/1998,1998,41,2ySmDfSawPEwvjDOxUQvnq,0.341,0.289,0.597,-11.987,0.789,https://open.spotify.com/track/2ySmDfSawPEwvjDOxUQvnq,2,Sad
What a Fool Believes,The Doobie Brothers,5/31/1905,1905,69,2yBVeksU2EtrPJbTu4ZslK,0.985,0.378,0.758,-15.308,0.284,https://open.spotify.com/track/2yBVeksU2EtrPJbTu4ZslK,1,Calm
Livin' It Up,Bill LaBounty,1/1/1982,1982,43,0lwHorTzvh8D4pQaWFYqnn,0.659,0.355,0.62,-14.081,0.402,https://open.spotify.com/track/0lwHorTzvh8D4pQaWFYqnn,1,Calm
I Keep Forgettin' (Every Time You're Near),Michael McDonald,8/3/1982,1982,64,5GvWrvLIqoHroq7YvO260M,0.933,0.485,0.734,-13.865,0.357,https://open.spotify.com/track/5GvWrvLIqoHroq7YvO260M,1,Calm
One Hundred Ways - New Version,James Ingram,4/12/1999,1999,44,5SltMm0H5x0zoN7XFGYneH,0.423,0.5,0.696,-8.748,0.489,https://open.spotify.com/track/5SltMm0H5x0zoN7XFGYneH,0,Anxious
This Time I'll Be Sweeter,Angela Bofill,5/31/1905,1905,0,354IY6PVvYBzZGDltAAwcj,0.196,0.373,0.324,-9.723,0.804,https://open.spotify.com/track/354IY6PVvYBzZGDltAAwcj,2,Sad
Day by Day (feat. Al Jarreau),Shakatak,6/7/1905,1905,38,1eGRGpas8LsrUawy7ebWMZ,0.744,0.645,0.812,-12.265,0.411,https://open.spotify.com/track/1eGRGpas8LsrUawy7ebWMZ,1,Calm
This Is It,Kenny Loggins,6/1/1905,1905,53,0YO8KsprTrEUEvJevpI7Na,0.743,0.497,0.641,-12.228,0.254,https://open.spotify.com/track/0YO8KsprTrEUEvJevpI7Na,1,Calm
That Girl Is Gone,David Pack,6/7/1905,1905,39,3Zl6aRDcumXbkNMIQeCjeb,0.618,0.73,0.647,-7.01,0.289,https://open.spotify.com/track/3Zl6aRDcumXbkNMIQeCjeb,3,Happy
Your Love,Debra Laws,6/3/1905,1905,35,0QpxJ9pk8mrISa6bpLI2NX,0.569,0.423,0.258,-10.372,0.694,https://open.spotify.com/track/0QpxJ9pk8mrISa6bpLI2NX,1,Calm
"For You, For Love",Average White Band,6/2/1905,1905,26,23a4Y9cELJxgyttZ444hWz,0.518,0.599,0.552,-10.035,0.621,https://open.spotify.com/track/23a4Y9cELJxgyttZ444hWz,0,Anxious
Whatcha Gonna Do for Me?,Average White Band,6/2/1905,1905,20,0blJ42ooSXzs8lgdFuh9C8,0.883,0.596,0.721,-7.954,0.469,https://open.spotify.com/track/0blJ42ooSXzs8lgdFuh9C8,1,Calm
Living Inside Your Love - Remastered,Earl Klugh,1/1/2005,2005,33,4Bd1tFxPsv0vtC16FjdmPx,0.542,0.61,0.565,-8.689,0.0653,https://open.spotify.com/track/4Bd1tFxPsv0vtC16FjdmPx,1,Calm
Reminiscing - Remastered,Little River Band,5/31/1905,1905,3,34D6mvDTAPypm92EPs8Rxa,0.341,0.465,0.54,-11.259,0.652,https://open.spotify.com/track/34D6mvDTAPypm92EPs8Rxa,2,Sad
Baby Come Back,Player,9/1/1977,1977,70,41sGGCCoHI2GLV9qadX80A,0.543,0.602,0.646,-10.238,0.0599,https://open.spotify.com/track/41sGGCCoHI2GLV9qadX80A,1,Calm
Good Times,Bobbi Humphrey,3/10/1978,1978,20,1Qsj8bl2jbsXeobTgmomvi,0.444,0.472,0.58,-10.4,0.847,https://open.spotify.com/track/1Qsj8bl2jbsXeobTgmomvi,2,Sad
Give Me the Night,George Benson,6/3/1905,1905,65,62GYoGszQfROZswLee6W3O,0.86,0.466,0.85,-15.673,0.314,https://open.spotify.com/track/62GYoGszQfROZswLee6W3O,1,Calm
Brazasia,Sweet Voices,6/24/2013,2013,13,3XjpT7iMZFgHUyltPtW2ug,0.742,0.557,0.675,-15.636,0.176,https://open.spotify.com/track/3XjpT7iMZFgHUyltPtW2ug,1,Calm
I Wish That I Was Making Love (To You Tonight),Alessi Brothers,1/1/1998,1998,36,28HcFw1nyzWXJ12jC7hNiL,0.609,0.32,0.516,-12.893,0.744,https://open.spotify.com/track/28HcFw1nyzWXJ12jC7hNiL,1,Calm
Dreamin' You,Heatwave,2/2/1981,1981,31,2ASr6Pe5XaxA5Rs2kG0okB,0.758,0.648,0.795,-6.669,0.0864,https://open.spotify.com/track/2ASr6Pe5XaxA5Rs2kG0okB,3,Happy
Gangsters of the Groove,Heatwave,2/2/1981,1981,15,7zjTHSGx2mkswUNqLYwDUV,0.826,0.597,0.805,-7.203,0.014,https://open.spotify.com/track/7zjTHSGx2mkswUNqLYwDUV,1,Calm
Posin' 'Til Closin',Heatwave,2/2/1981,1981,17,7EYvoZcVxh3FrVnYrxFM77,0.94,0.684,0.735,-7.678,0.066,https://open.spotify.com/track/7EYvoZcVxh3FrVnYrxFM77,3,Happy
Stay (Beside Me),Santana,9/1/1979,1979,21,44P5aTQLla1obiUcWBIl8g,0.919,0.747,0.556,-10.911,0.228,https://open.spotify.com/track/44P5aTQLla1obiUcWBIl8g,3,Happy
Just To See Her,Smokey Robinson,1/1/1987,1987,52,7LOYcC6phKAVOckgmVZJJT,0.914,0.379,0.821,-15.489,0.153,https://open.spotify.com/track/7LOYcC6phKAVOckgmVZJJT,1,Calm
"Baby, Come To Me",Patti Austin,12/15/1981,1981,0,03Wma4AcL2NXi0HPqhKJ1v,0.699,0.503,0.631,-12.083,0.551,https://open.spotify.com/track/03Wma4AcL2NXi0HPqhKJ1v,1,Calm
Through the Fire,Chaka Khan,6/6/1905,1905,62,7gh2v4IHnxdiwSgA6xluhe,0.428,0.593,0.563,-7.099,0.192,https://open.spotify.com/track/7gh2v4IHnxdiwSgA6xluhe,0,Anxious
The Closer I Get to You,Roberta Flack,5/30/1905,1905,54,1UdoFJDUHWu4oWH5JlwmDP,0.229,0.321,0.49,-13.283,0.711,https://open.spotify.com/track/1UdoFJDUHWu4oWH5JlwmDP,2,Sad
Ever Changing Times (feat. Michael McDonald),Aretha Franklin,11/12/2007,2007,43,6hAbyCJyTae5mEKWmAAFkm,0.706,0.614,0.646,-9.222,0.33,https://open.spotify.com/track/6hAbyCJyTae5mEKWmAAFkm,1,Calm
I Just Wanna Hang Around You,George Benson,1/15/1985,1985,41,3ngC9miPW6DoEc8OFSxyzY,0.676,0.462,0.514,-13.726,0.539,https://open.spotify.com/track/3ngC9miPW6DoEc8OFSxyzY,1,Calm
Through The Test Of Time,Patti Austin,1/1/1995,1995,0,3IfNmaUpF4w8Zj6ZWxB4mt,0.198,0.573,0.654,-6.697,0.248,https://open.spotify.com/track/3IfNmaUpF4w8Zj6ZWxB4mt,0,Anxious
I Came To Love You,Booker T.,1/1/2013,2013,30,7jOp1fsolNZZwtnQOqsJ6b,0.531,0.39,0.668,-13.823,0.142,https://open.spotify.com/track/7jOp1fsolNZZwtnQOqsJ6b,1,Calm
New York Eyes,Nicole,8/2/2013,2013,10,0dE3ZQoCKAHoCLImUS8LgK,0.943,0.683,0.521,-8.337,0.134,https://open.spotify.com/track/0dE3ZQoCKAHoCLImUS8LgK,3,Happy
Never Too Much,Luther Vandross,8/2/2013,2013,12,1bHqAkQzhwh7DrIs0K71H8,0.828,0.662,0.741,-9.336,0.063,https://open.spotify.com/track/1bHqAkQzhwh7DrIs0K71H8,3,Happy
Love Come Down - Single Version,"Evelyn ""Champagne"" King",8/2/2013,2013,9,58poFj6TLEmhxqeu66Kaxx,0.893,0.644,0.793,-6.947,0.00676,https://open.spotify.com/track/58poFj6TLEmhxqeu66Kaxx,3,Happy
"Don't Tell Me, Tell Her",Phyllis Hyman,8/2/2013,2013,10,6tZx2D07C9yPz4jvF8XsEE,0.885,0.822,0.663,-7.238,0.258,https://open.spotify.com/track/6tZx2D07C9yPz4jvF8XsEE,3,Happy
Shake You Down,Gregory Abbott,8/2/2013,2013,9,4b3laaL9zjdbtUKx3bv9FG,0.771,0.565,0.778,-7.019,0.525,https://open.spotify.com/track/4b3laaL9zjdbtUKx3bv9FG,1,Calm
Let's Hear It for the Boy,Deniece Williams,8/2/2013,2013,8,0fYbB3oH5cWQcZhVbU0d1I,0.727,0.481,0.788,-8.813,0.0596,https://open.spotify.com/track/0fYbB3oH5cWQcZhVbU0d1I,1,Calm
What You Won't Do for Love,Bobby Caldwell,1/1/2013,2013,0,3BuUEWObaNbnxau1C68ear,0.803,0.582,0.622,-9.76,0.651,https://open.spotify.com/track/3BuUEWObaNbnxau1C68ear,1,Calm
So Close,Dina Carroll,1/1/1993,1993,26,7c51mPqkeaO44KJjVuBG5J,0.252,0.4,0.459,-14.482,0.285,https://open.spotify.com/track/7c51mPqkeaO44KJjVuBG5J,2,Sad
I'm Better at Hello,Kevyn Lettau,7/2/1998,1998,25,5bFmHplnAV0AxfbfvMCgs6,0.469,0.46,0.688,-8.599,0.682,https://open.spotify.com/track/5bFmHplnAV0AxfbfvMCgs6,1,Calm
Açaí,Gal Costa,1/5/1981,1981,28,1PtAiLImQaqaGLcbMLnz4T,0.513,0.337,0.506,-13.763,0.713,https://open.spotify.com/track/1PtAiLImQaqaGLcbMLnz4T,2,Sad
I Can’t Let Go - Remastered,Lee Ritenour,6/11/1905,1905,42,6mFrqPaHyaY4AcsYxHuD5G,0.668,0.726,0.636,-5.974,0.614,https://open.spotify.com/track/6mFrqPaHyaY4AcsYxHuD5G,3,Happy
It's Okay,Deniece Williams,7/4/1905,1905,5,1VmHzbKYgnEXN38L13PK0G,0.866,0.738,0.718,-9.861,0.166,https://open.spotify.com/track/1VmHzbKYgnEXN38L13PK0G,3,Happy
Do What You Feel,Deniece Williams,7/4/1905,1905,10,4djeZHSgIWCewMYEgO34cR,0.811,0.709,0.755,-8.043,0.309,https://open.spotify.com/track/4djeZHSgIWCewMYEgO34cR,3,Happy
Good To Be Back,Natalie Cole,6/11/1905,1905,0,0c4MewGqBcvppG5RtbFnfB,0.974,0.744,0.738,-11.412,0.563,https://open.spotify.com/track/0c4MewGqBcvppG5RtbFnfB,3,Happy
More Than The Stars,Natalie Cole,6/14/1987,1987,0,3iiXfMNaqdxqaQanJzN59O,0.886,0.746,0.536,-10.374,0.393,https://open.spotify.com/track/3iiXfMNaqdxqaQanJzN59O,3,Happy
Feel Like Making Love,George Benson,5/18/1983,1983,37,47igaFgsiP4feN73cHnYOC,0.819,0.485,0.725,-14.042,0.422,https://open.spotify.com/track/47igaFgsiP4feN73cHnYOC,1,Calm
If You Want It,Niteflyte,7/2/1995,1995,37,1s16yZ0cyNAJJT1iUVMwam,0.731,0.861,0.458,-6.011,0.477,https://open.spotify.com/track/1s16yZ0cyNAJJT1iUVMwam,3,Happy
City Rhythm,Shakatak,6/7/1905,1905,32,5CzwAt8BqyylnqWplZLkKg,0.587,0.818,0.614,-12.024,0.14,https://open.spotify.com/track/5CzwAt8BqyylnqWplZLkKg,3,Happy
The Two of Us (with Nancy Wilson),Ramsey Lewis,5/25/1905,1905,25,2uIeVh0zQaiuV2vKAHqzTX,0.321,0.422,0.522,-10.282,0.492,https://open.spotify.com/track/2uIeVh0zQaiuV2vKAHqzTX,2,Sad
"Heaven Is Waiting - 12"" Mix",Tom Grant,1/1/1981,1981,24,3fE26X3zNoGuxyPIDXB32f,0.78,0.433,0.672,-13.741,0.0374,https://open.spotify.com/track/3fE26X3zNoGuxyPIDXB32f,1,Calm
Biggest Part Of Me,David Pack,1/1/2005,2005,35,0uT7pjM1KRxAz1Tjq9Fpxy,0.96,0.663,0.713,-6.035,0.524,https://open.spotify.com/track/0uT7pjM1KRxAz1Tjq9Fpxy,3,Happy
Fly Away,Peter Allen,1/1/1980,1980,31,1m2I5lc8wJoenFLPeOBIFI,0.695,0.654,0.556,-8.262,0.469,https://open.spotify.com/track/1m2I5lc8wJoenFLPeOBIFI,1,Calm
Deja Vu,Dionne Warwick,1/1/1979,1979,40,2AOunLYKGvwya5xDfFxiFj,0.587,0.564,0.593,-12.585,0.308,https://open.spotify.com/track/2AOunLYKGvwya5xDfFxiFj,1,Calm
Closer to Your Love,Al Jarreau,6/3/1905,1905,32,7GJcapiST8yrH6ucY2aIZ5,0.718,0.493,0.683,-14.793,0.377,https://open.spotify.com/track/7GJcapiST8yrH6ucY2aIZ5,1,Calm
If I Ever Lose This Heaven,Jeff Golub,1/1/2002,2002,40,2MpJiug5yAQIS88j7mmcCj,0.601,0.637,0.639,-6.917,0.689,https://open.spotify.com/track/2MpJiug5yAQIS88j7mmcCj,1,Calm
Dreamflow,Paulinho Da Costa,1/1/1979,1979,30,6XRF6aNlCdkUEitM0aS3BW,0.844,0.719,0.592,-10.731,0.728,https://open.spotify.com/track/6XRF6aNlCdkUEitM0aS3BW,3,Happy
Windsong,Randy Crawford,5/26/1982,1982,27,0sKdtVUBBr33uiCsiD3yC8,0.689,0.394,0.664,-15.845,0.34,https://open.spotify.com/track/0sKdtVUBBr33uiCsiD3yC8,1,Calm
Keep It Alive,Lee Ritenour,6/4/1905,1905,0,50l7JYqPGSMoODTFNKEla2,0.374,0.372,0.634,-14.516,0.112,https://open.spotify.com/track/50l7JYqPGSMoODTFNKEla2,2,Sad
Livin' Inside Your Love,George Benson,3/15/1979,1979,23,1p59skbhy2qgiuzKaYY8Vp,0.687,0.474,0.693,-12.406,0.3,https://open.spotify.com/track/1p59skbhy2qgiuzKaYY8Vp,1,Calm
Gonna Love You More,George Benson,5/30/1905,1905,26,6GjOjrIuU4Pu4mqxUqSET1,0.831,0.61,0.667,-15.028,0.314,https://open.spotify.com/track/6GjOjrIuU4Pu4mqxUqSET1,1,Calm
If I Ever Lose This Heaven,Sérgio Mendes,2/1/1975,1975,0,06dsNfMbmQeYyEDNmnfBPf,0.596,0.509,0.64,-12.664,0.694,https://open.spotify.com/track/06dsNfMbmQeYyEDNmnfBPf,1,Calm
Rainbow's End,Sérgio Mendes,6/5/1905,1905,44,0HYnRJDclTOvAquYE6md5Z,0.512,0.455,0.682,-11.585,0.582,https://open.spotify.com/track/0HYnRJDclTOvAquYE6md5Z,1,Calm
Smile,The New Minstrels,1/1/2012,2012,0,62liBqsKETzshYhp5ub5Mo,0.712,0.444,0.619,-13.276,0.309,https://open.spotify.com/track/62liBqsKETzshYhp5ub5Mo,1,Calm
This I Swear,Richard Darbyshire,6/21/1905,1905,0,4XQwIPq0w1SrlvPK4dtWcn,0.726,0.73,0.697,-9.711,0.14,https://open.spotify.com/track/4XQwIPq0w1SrlvPK4dtWcn,3,Happy
If I Ever Lose This Heaven,Quincy Jones,1/1/1976,1976,27,64nAUmJr5PV4DDwro6jJS7,0.861,0.414,0.458,-12.579,0.546,https://open.spotify.com/track/64nAUmJr5PV4DDwro6jJS7,1,Calm
Shaker Song,The Manhattan Transfer,6/1/1905,1905,0,6Wi63rjHLhCnP7yr6nOAdg,0.748,0.626,0.589,-12.85,0.414,https://open.spotify.com/track/6Wi63rjHLhCnP7yr6nOAdg,1,Calm
Meant for You,Debra Laws,6/3/1905,1905,29,1gkM72F6ui52Z9WTJNIXrx,0.764,0.497,0.508,-11.455,0.211,https://open.spotify.com/track/1gkM72F6ui52Z9WTJNIXrx,1,Calm
Till U Come Back 2 Me,Jeffrey Osborne,10/4/2005,2005,0,733whejC5y430UF3x2BFYr,0.622,0.596,0.768,-8.453,0.368,https://open.spotify.com/track/733whejC5y430UF3x2BFYr,1,Calm
U Turn,Joe Sample,3/10/1989,1989,35,2MX5LrnzqPKdiyxwFez2Ma,0.712,0.656,0.79,-10.316,0.148,https://open.spotify.com/track/2MX5LrnzqPKdiyxwFez2Ma,3,Happy
Never Existed Before,Minnie Riperton,5/9/1979,1979,31,5pTx8tjlZvRum5IgB6hkLP,0.624,0.432,0.671,-9.494,0.781,https://open.spotify.com/track/5pTx8tjlZvRum5IgB6hkLP,1,Calm
Gonna Love You More - 2015 GH EQ Version,George Benson,2/27/2015,2015,19,6Oz3RZBpiwCsd80pa8Lt3o,0.876,0.716,0.619,-12.242,0.079,https://open.spotify.com/track/6Oz3RZBpiwCsd80pa8Lt3o,3,Happy
